train_id,train_name,source,destination,distance_km,station_count,station_codes,avg_delay_min,avg_delay_std
25465,GOLCONDA EXP,PLVA,PDU,742.0,13,"PLVA,KLKA,UPD,KVM,KPLL,MPT,BPP,PKD,BVRT,MLK,SUDV,PSPY,PDU",117.88399999999999,13.779088503961354
17276,GARIB RATH,NASP,CPP,690.0,13,"NASP,MTM,BLL,HNMN,PKPU,AL,PDMI,SF,BGHU,PLVA,SPT,ZPI,CPP",59.678,11.395023913972276
19325,IND AMRITSAR,INDB,ASR,1323.0,24,"INDB,DWX,MKC,BRRG,RTA,GUNA,SVPI,GWL,AGC,RKM,MTJ,FDB,NZM,GZB,MTC,MOZ,DBD,SRE,UMB,SIR,LDH,JUC,BEAS,ASR",111.726,8.297694258045421
26758,TIRUMALA EXP,GGNP,ANV,658.0,12,"GGNP,HVM,CEM,TMLU,RDG,APL,BDVR,BAV,KDUH,ANB,OBVP,ANV",138.848,11.650595263762273
20373,FALAKNUMA EXP,KJJ,IPM,1221.0,17,"KJJ,GVMH,JUR,BPY,RBCS,KSTE,NCU,PDKN,MDKU,BEY,RPL,GY,SYM,CJM,SRPM,KRAP,IPM",91.658,10.157631121477092
17659,TIRUMALA EXP,GDP,BVO,407.0,9,"GDP,RGM,GDR,PAK,VJA,VVM,PMT,MGV,BVO",52.284000000000006,12.11636001445979
24740,GODAVARI EXPRES,ANB,EKM,642.0,12,"ANB,VMU,REG,YGD,SJL,RCG,MDPD,AKAH,SUPP,KPLL,CMZ,EKM",86.25399999999999,8.489701408176847
25089,FALAKNUMA EXP,NYP,TSR,500.0,9,"NYP,TMB,CMZ,YA,TDK,NCE,RLL,PAVP,TSR",70.644,11.322205173904951
26823,TIRUMALA EXP,PEL,MBL,679.0,12,"PEL,KVR,RLG,UKD,MCLA,NRYP,AKVD,KYND,VLV,RJP,DIG,MBL",120.56199999999998,14.090873642184151
12093,GOLCONDA EXP,NDD,MAG,877.0,16,"NDD,YGD,PDKN,KCC,BVL,MIPM,BDPL,MAR,GVA,SYM,NRR,MUK,RYP,PAVP,CEL,MAG",80.498,14.78444689530183
29104,PINAKINI EXP,KRNT,APT,290.0,7,"KRNT,ANE,THY,TIU,GDE,KUK,APT",36.96,19.06193458177842
28863,JANMABHOOMI EXP,GY,HUP,339.0,8,"GY,PEL,JBK,RBCS,CGI,TGU,NYP,HUP",51.972,12.595896950991621
28041,GNT NS EXP,CLPE,VLD,585.0,13,"CLPE,REG,KEF,POA,SLO,RMZ,TPTY,KAQ,SNM,RCG,KI,VNM,VLD",57.158,7.232787844254798
18327,VISAKHA EXPRESS,GMDA,SIE,345.0,10,"GMDA,OGL,KDT,HAQ,DEL,TOU,GRBL,KEN,SJL,SIE",93.638,12.834218714047223
15752,KRISHNA EXPRESS,KCI,NDKD,830.0,14,"KCI,PKD,BGNP,MVP,GZL,CHE,PGDI,CLVR,RAM,SLM,MLU,KVLS,MMS,NDKD",102.518,13.256348290536122
22397,AMARAVATI EXP,RBCS,KVZ,848.0,17,"RBCS,CTO,MCLE,SIE,NYP,TKPY,VPG,ALAT,PKPU,LMD,DKSA,AKU,VKT,DWP,BKPT,OBM,KVZ",126.124,9.462781303612589
24218,GARIB RATH,ARK,MOO,950.0,17,"ARK,NML,PYX,PDMI,TSR,DIG,AL,AXR,PAVP,TNRU,BVO,MPU,YGD,BDVR,BTTR,VDI,MOO",101.85799999999999,5.682206437643738
12862,KZJ-VSKP LIN,KZJ,VSKP,576.0,19,"KZJ,WL,NKD,KDM,MABD,DKJ,KMT,MDR,BZA,EE,TDD,NDD,RJY,SLO,ANV,TUNI,AKP,DVD,VSKP",74.574,11.17480559115012
12543,GNT NS EXP,CCI,RCG,563.0,9,"CCI,GDE,BPY,SGKM,VNM,PUA,JKO,PVD,RCG",48.224000000000004,14.951975789172483
27462,RAYALASEEMA EXP,RCA,PUA,440.0,11,"RCA,NDD,PCL,PUDI,PHM,NBM,SPE,BVRM,SGDM,CPP,PUA",71.4,10.114692283999549
13391,GNT NS EXP,GGNP,VLD,546.0,10,"GGNP,CHE,KUK,BLPE,NLR,SGKM,GVI,KOVH,KYND,VLD",66.328,9.506864362133287
12475,HAPA JAT EXP,HAPA,SVDK,2055.0,31,"HAPA,RJT,WKR,SUNR,VG,ADI,ND,ANND,BRC,GDA,DHD,MGN,RTM,NAD,SGZ,RMA,KOTA,SWM,BTE,MTJ,NZM,NDLS,PNP,UMB,LDH,JRC,PTKC,KTHU,JAT,UHP,SVDK",135.26399999999998,5.384336542230617
16641,PRASHANTI EXP,ANV,JPI,617.0,13,"ANV,KYM,MDKU,DNV,RLG,VML,KLX,NDKD,ARKV,UNDI,LKSH,MVA,JPI",60.114,13.688543750158377
26335,TIRUMALA EXP,GVI,GVMH,419.0,7,"GVI,NDKD,PDKN,AKU,PUN,KLKA,GVMH",101.276,9.708175935777017
12886,BJE-SHM ARAN,BJE,SHM,317.0,13,"BJE,SNTD,ADRA,BQA,VSU,GBA,CDGR,SLB,MDN,KGP,PKU,SRC,SHM",41.986000000000004,9.176945570286446
26389,GODAVARI EXPRES,SGDM,BMH,645.0,10,"SGDM,AD,TGL,BDVR,KVLS,PDT,KHT,CTO,VGH,BMH",48.142,7.139990896352741
28738,GNT NS EXP,JKO,GWM,374.0,8,"JKO,GTLM,SIE,VML,MUK,VGA,RGM,GWM",74.40599999999999,11.813176118216475
24934,CIRCAR EXPRESS,BSPL,SYM,979.0,17,"BSPL,NRR,UPD,PUMU,PUT,KOU,VDI,ZPL,GVA,VMU,ANE,GTLM,NBR,PDKN,SCMN,PUN,SYM",81.94,8.915674399617785
18679,JANMABHOOMI EXP,ASP,ALAT,992.0,16,"ASP,BLPE,MBD,KBM,VKZ,PCU,MPL,VPG,GPDE,KTCR,TCNR,CTO,MLK,VGA,RLL,ALAT",107.41599999999998,13.152276609013361
26708,NARAYANADRI EXP,KPU,UPL,468.0,10,"KPU,NRP,SAB,NGNT,GY,VMU,AL,CPL,SCM,UPL",113.16,13.40143275922392
18042,NARAYANADRI EXP,HCM,VKT,318.0,7,"HCM,KTCR,BZA,RCG,MCVM,MRM,VKT",91.114,10.862850914930208
20303,TIRUMALA EXP,MRK,STUR,670.0,13,"MRK,MAR,SPF,DGB,BPP,PYA,NZD,MCVM,PGDI,MAG,KVZ,CVV,STUR",125.506,8.978253170856789
17770,VISAKHA EXPRESS,JMDG,BDPL,876.0,15,"JMDG,VAT,DKD,POO,SUDV,EDD,VND,MAR,ARK,OGL,JUR,CIV,GVA,BTVA,BDPL",126.75,13.789329207760613
20804,PRASHANTI EXP,HCM,MUM,529.0,11,"HCM,VKT,GZA,MOO,GNN,VKZ,KVZ,VDE,GKM,PLVA,MUM",65.784,12.504248478017384
15589,CIRCAR EXPRESS,KGL,KEF,827.0,14,"KGL,PMT,NZD,CCA,SDM,YLK,DMT,MVA,MLU,VMD,KYM,NLR,SALR,KEF",115.096,13.335851303910077
29735,VANDE BHARAT,KSK,POO,1112.0,17,"KSK,CHE,NRE,MLU,AXR,TGL,VKZ,PLU,JBK,NDL,UNDI,BTTR,KCC,MTM,RLG,NG,POO",105.654,3.8771742287392836
17669,SESHADRI EXP,ARK,VMD,945.0,17,"ARK,GVL,CTPR,ANV,SF,DVR,MYL,NCU,PYX,MADU,TNRU,LMD,PSLP,MLU,KLDI,SPF,VMD",124.574,5.61655855484477
17646,SIMHADRI EXP,PUN,GDR,735.0,15,"PUN,MTM,DCU,SPE,PIL,CVV,ARKV,BVO,GGNP,YLK,KO,RAL,RML,BVM,GDR",79.602,7.691542108056095
26143,GNT NS EXP,SGDM,DMM,758.0,15,"SGDM,KVZ,RCG,ZPL,UGD,GLP,APL,GDP,SUP,KO,TNRU,NWP,GTLM,PIL,DMM",67.522,11.444742024178614
26511,INTERCITY EXP,NRT,APT,906.0,17,"NRT,SUP,REG,KHT,TKPY,PDGL,MIPM,NDO,PDT,VLE,VRN,CGI,CPP,MUM,KSK,KCC,APT",99.35600000000001,10.517463097154186
13502,ASN -  HLZ E,ASN,HLZ,323.0,18,"ASN,BURN,MDKD,MDF,ADRA,CJN,BQA,ODM,VSU,GBA,CDGR,SLB,MDN,KGP,PKU,TMZ,DZKT,HLZ",44.013999999999996,7.06562665302944
12305,KOLKATA RAJD,HWH,NDLS,1516.0,9,"HWH,BWN,MDP,JSME,PNBE,MGS,ALD,CNB,NDLS",161.61399999999998,9.005233478372453
18990,TUNGABHADRA EXP,ARKV,NRP,488.0,9,"ARKV,VND,PTT,GVI,DVD,APL,KYM,VLD,NRP",77.238,11.947343637813386
24775,GODAVARI EXPRES,GVMH,SPE,602.0,12,"GVMH,VAT,KMX,MPU,SAP,AVLI,GDR,SJL,VML,RCA,KCM,SPE",84.446,17.404487352404267
29752,TUNGABHADRA EXP,DUSI,TNR,427.0,9,"DUSI,NRYP,RAM,CLPE,JKO,ZPL,PCL,GID,TNR",63.68399999999999,11.470733629546103
24269,MEMU SPECIAL,MALM,RDG,598.0,10,"MALM,KEN,KUK,TGU,BVO,PDU,STUR,PUA,JUR,RDG",55.15,13.843830755972132
26545,VISAKHA EXPRESS,NS,KPU,634.0,11,"NS,KNLP,ANV,VND,KOVH,KPL,GID,STUR,MLU,RPL,KPU",54.57000000000001,5.2440013348587176
17806,GNT NS EXP,DMT,SJMA,314.0,7,"DMT,PRDT,KSK,ANE,SALR,KVM,SJMA",63.164,12.10559911776365
18393,RATNACHAL EXP,HNMN,KLKA,359.0,9,"HNMN,GVI,HUP,GWM,LKSH,RAL,CPL,ODUR,KLKA",52.620000000000005,8.347829059102732
27209,KRISHNA EXPRESS,SVPM,BPY,966.0,16,"SVPM,REG,GID,YLK,KVM,PMT,NDL,BTVA,HCM,BDPL,CCA,KPLH,KTCR,KDP,AKP,BPY",88.64399999999999,9.969459865007734
17135,JANMABHOOMI EXP,KHT,BPP,574.0,12,"KHT,PAV,NGNT,VPL,NRP,TIU,RDG,PSA,KLDI,NRYP,TNR,BPP",88.45,6.587662711462995
15008,KRISHAK EXPR,LJN,BCY,505.0,37,"LJN,LC,BNZ,BBK,BUW,JLD,CLJ,GD,MUR,MSW,BV,BST,KLD,MHH,SIPR,SWA,JTB,DMG,GKP,GKC,CC,GB,DEOS,NRA,BTT,SRU,LRD,BLTR,KER,IAA,MAU,DLR,JKN,SDT,ARJ,SRNT,BCY",52.538,8.77085343623983
16416,PINAKINI EXP,NLR,PSLP,694.0,17,"SJMA,CEM,MGPR,DHNE,VGH,RAL,YGD,PVPT,AVLI,ZPL,PAP,VPG,NML,CHE,CEL,MGB,KLU",72.47999999999999,12.363802902918753
12524,NDLS-NJP BI-,NDLS,NJP,1499.0,18,"NDLS,GZB,MB,LKO,GD,GKP,DEOS,SV,CPR,SEE,HJP,MFP,SPJ,ROA,KGG,KIR,KNE,NJP",109.612,13.188160220440151
12657,MAS-SBC MAIL,MAS,SBC,360.0,8,"MAS,AJJ,KPD,JTJ,BWT,BNCE,BNC,SBC",65.646,12.92556691213194
18041,MEMU SPECIAL,MUM,DNV,483.0,8,"MUM,GWM,PUN,GY,BPY,CEL,PGU,DNV",83.72999999999999,10.109683476746442
26810,INTERCITY EXP,NSPH,MUK,519.0,10,"NSPH,KHT,BMH,JMDG,STVA,MLU,KOU,KQA,MLGT,MUK",60.848,11.549219454144943
22208,TVC-MAS AC E,TVC,MAS,904.0,11,"TVC,QLN,ALLP,ERS,TCR,PGT,CBE,ED,SA,KPD,MAS",144.134,7.748621167665901
22649,YERCAUD EXPR,MAS,ED,390.0,18,"MAS,PER,TRL,AJJ,SHU,WJR,KPD,GYM,AB,VN,JTJ,TPT,MAP,BDY,BQI,SA,SGE,ED",61.46,9.36595697192764
27107,VISAKHA EXPRESS,CCT,MUM,511.0,12,"CCT,PGRL,BDVR,MRM,VPL,BQU,MAR,NGM,ODUR,CLPE,AKAH,MUM",55.803999999999995,14.433888249532764
16731,INTERCITY EXP,IPPM,VDE,451.0,9,"IPPM,JBK,PSA,SNKG,KEN,KCI,HAQ,KTCR,VDE",102.506,14.604726289800848
18793,KRISHNA EXPRESS,HX,PIL,511.0,12,"HX,PAM,PDKN,DHNE,SPT,KVM,PRH,MDUN,AD,KCM,PRCA,PIL",109.71400000000001,9.59582357069991
20333,MEMU SPECIAL,SMLG,NLS,652.0,11,"SMLG,KMH,NSPH,MDVL,ALM,AVLI,BGNP,NDM,BVRM,VKT,NLS",129.188,14.04499092203338
13926,JANMABHOOMI EXP,NDPU,TOU,493.0,12,"NDPU,RVD,VKI,VH,SAP,MPT,RLG,KPLH,SPT,VJA,JAQ,TOU",55.54600000000001,1.4970404136161422
28448,GODAVARI EXPRES,KRV,BVO,642.0,11,"KRV,TDK,STUR,RMV,GVMH,HUP,PUA,GDE,AXR,ZPL,BVO",114.626,12.912946216878625
16778,VISAKHA EXPRESS,KEN,MAG,781.0,13,"KEN,PDL,BAV,NDM,REG,MDVL,NCE,PDU,KNLP,PUN,MVA,KOVH,MAG",84.366,10.597779484401434
25194,RATNACHAL EXP,CCI,KCC,638.0,9,"CCI,TMLU,RCG,KRYP,AL,GPJ,VLE,TDD,KCC",124.804,4.981368285923061
18748,KRISHNA EXPRESS,CU,SKM,575.0,13,"CU,VGH,GNN,KPN,MCU,CCA,KKLR,NSX,AL,CCT,PLU,TMC,SKM",81.87,11.806993690182104
13313,FALAKNUMA EXP,KKLR,BZA,825.0,14,"KKLR,KRYP,BVL,SYM,KLX,PNM,TCNR,TDK,CEL,MGB,RVD,GDP,MUK,BZA",92.518,5.106473342728812
12076,TVC - CLT JA,TVC,CLT,398.0,12,"TVC,VAK,QLN,KYJ,ALLP,SRTL,ERS,AWY,TCR,SRR,TIR,CLT",63.086,2.663771761994636
12099,RATNACHAL EXP,SLM,TDK,487.0,9,"SLM,GPJ,PDL,PUA,BZA,RPRL,MOO,BTVA,TDK",63.14200000000001,14.740216077113658
15021,SHALIMAR-GOR,SHM,GKP,1056.0,15,"SHM,KGP,TATA,PRR,BJE,GMO,GAYA,SSM,MGS,BSB,ARJ,MAU,BTT,DEOS,GKP",70.474,13.568597200889998
19346,PINAKINI EXP,RYP,KRAP,794.0,16,"RYP,VNM,SPE,PGDI,GGNP,BNL,RRJ,KHT,PKD,RGM,PEL,GVA,KRV,DMT,SVF,KRAP",102.204,9.718159805230618
17072,GOLCONDA EXP,DVR,PYX,559.0,12,"DVR,BZA,MNPT,PTT,CTO,SLO,RPL,SLM,VDE,VPL,TMB,PYX",84.792,9.363456626695081
13666,GARIB RATH,TU,VRN,914.0,16,"TU,NOSM,KO,CPL,KPN,PYA,VZM,MDKU,DMT,PDGL,NDM,GPDE,GLP,GWM,JAQ,VRN",91.024,13.038279411026588
20276,GARIB RATH,GID,CMDP,525.0,11,"GID,KNRT,GPI,DUU,PAK,KRYP,MDKU,NG,PRH,SMLG,CMDP",83.034,12.813224808766913
13913,RATNACHAL EXP,VAT,TMB,893.0,17,"VAT,NUJ,THY,NBM,RYP,NOSM,SAP,KVLS,PAM,GMDA,DMT,RMV,PYX,RAL,NWP,REM,TMB",69.85799999999999,7.601231479174939
25243,SEVEN HILLS EXP,KUK,VGA,281.0,7,"KUK,SLO,KNLP,RMZ,KPN,ARK,VGA",60.622,10.458908642874743
13798,RAYALASEEMA EXP,MLU,MDKU,426.0,8,"MLU,NLS,CEL,REM,SVPM,NUJ,NCE,MDKU",106.644,7.353531804514075
21734,GNT NS EXP,LKDU,TCNR,561.0,12,"LKDU,PAVP,GZA,CVV,TLU,MRK,MUK,MUM,TGL,GVMH,TKBN,TCNR",73.584,8.388595234006702
14311,BE -NBVJ EXP,BE,BHUJ,1543.0,46,"BE,MIL,RMU,MB,AMRO,HPU,PKW,GZB,DLI,DEE,DEC,PM,GGN,GHH,PTRD,RE,KRH,AWR,MKH,RHG,BKI,DO,GTJT,GADJ,JP,FL,NRI,KSG,AII,BER,MJ,FA,ABR,PNU,MSH,ADI,VG,DHG,HVD,MALB,SIOB,BCOB,GIMB,AI,AJE,BHUJ",133.43800000000002,8.660483242868157
16269,NARAYANADRI EXP,CLVR,SUDV,480.0,10,"CLVR,CTO,MIPM,RPCA,BLPE,IPPM,TU,PIL,TOU,SUDV",67.56800000000001,9.720731453959623
23315,PRASHANTI EXP,DUU,PAV,731.0,14,"DUU,ARK,KYND,TOU,CVV,TSR,VLV,KUMU,THY,PDT,KMH,PIL,MDVL,PAV",72.312,8.741894531507459
24021,MEMU SPECIAL,BVL,SPF,316.0,7,"BVL,VBL,HX,AKAH,ZPI,TUNI,SPF",32.446000000000005,12.398585806453896
26676,MEMU SPECIAL,KRY,PAM,641.0,14,"KRY,TPW,NGM,SSPN,VGT,SUPP,PMT,MUM,PRDT,KCM,NRR,NSX,BUM,PAM",118.55999999999999,11.44824222315373
15406,SIMHADRI EXP,KRYP,CTO,920.0,17,"KRYP,SDM,DWP,KDT,TDD,MPT,NCU,LKSH,VDE,GJJ,TOU,VLD,NLPD,EE,DVR,BSPL,CTO",72.756,9.178541823187382
22486,AMARAVATI EXP,SDM,GVN,754.0,14,"SDM,DNV,YA,TGL,SPE,EDD,TAC,KCI,CIV,PAVP,KBA,VGH,KPL,GVN",107.38600000000001,7.981962791193657
29410,FALAKNUMA EXP,IDP,KVLS,850.0,16,"IDP,CEM,PRDT,GLU,GDR,RDG,SRPM,NLS,NYP,KCI,ODUR,KPLH,RPRL,ALM,DMM,KVLS",99.744,14.114628227480877
23680,GODAVARI EXPRES,RJP,TAT,331.0,7,"RJP,GRBL,SCM,VLD,MBL,SJMA,TAT",39.62,7.603903602755626
29660,RAYALASEEMA EXP,GMDA,SPF,632.0,11,"GMDA,KJJ,CGI,KAQ,STUR,APL,ANB,MAR,VKI,MAG,SPF",65.694,4.692625064929011
24705,RATNACHAL EXP,PNM,AKU,601.0,14,"PNM,BVRT,TUNI,NGM,MDPD,VPU,MCU,IPM,JAQ,CMZ,CLPE,BMKD,BMH,AKU",99.306,7.003447722372176
20129,GODAVARI EXPRES,AD,NKDO,549.0,10,"AD,TGL,KUK,TNR,TIU,MGPR,KPLL,MMPL,PKPU,NKDO",63.69199999999999,9.30050106177081
20505,NARAYANADRI EXP,PYA,PGU,301.0,7,"PYA,TAC,PDMI,GUK,VND,TMB,PGU",59.114,5.912024188042533
13925,VIKRAMASIMHAPURI,GTL,ANE,489.0,11,"GTL,KLX,AKU,NASP,SIE,PRDT,VNM,CTPR,AKP,CU,ANE",57.774,11.890833864788457
12814,TATA-HWH STE,TATA,HWH,253.0,9,"TATA,RHE,GTS,CKU,JGM,SUA,KGP,SRC,HWH",35.376,9.098230841457278
15102,JANSADHARN,CSMT,CPR,1882.0,19,"CSMT,KYN,NK,MMR,BSL,KNW,ET,BPL,JHS,ORAI,CNB,LJN,GD,BST,GKP,DEOS,BTT,SV,CPR",169.714,13.17761852536337
29882,SEVEN HILLS EXP,KPLH,STUR,672.0,14,"KPLH,ZPI,KTCR,SVF,BZA,PGU,KQA,MDKU,RDG,TGU,VBL,SCMN,CJM,STUR",65.848,12.877246211826499
26223,PINAKINI EXP,PTT,BMGM,575.0,15,"PTT,KVR,NML,VMU,PUT,PGRL,BEY,MOO,BPP,CBM,PAVP,PUDI,AKVD,RMV,BMGM",108.098,8.276576586971208
18557,RAYALASEEMA EXP,GPI,DNV,623.0,13,"GPI,VKZ,NRP,PYA,CHE,GVI,KMQA,ATP,KCI,GVMH,PNM,PGRL,DNV",73.424,9.22763945979686
24330,SIMHADRI EXP,YLK,DPD,233.0,7,"YLK,MRK,KBM,PKD,NGM,SAB,DPD",65.782,12.143538199388182
19441,GOLCONDA EXP,JBK,KYM,656.0,13,"JBK,SKM,MIPM,PKD,KKM,PDT,TLU,GZA,SSPN,NGNT,SGKM,PDU,KYM",59.56,3.481098964407647
28166,GARIB RATH,AVLI,NRE,281.0,7,"AVLI,UPD,LKSH,MIPM,SLO,KLDI,NRE",75.57000000000001,11.824836151084714
29808,JANMABHOOMI EXP,SNKG,EE,821.0,17,"SNKG,VGH,YLK,OTR,SJMA,BMD,NG,RML,ARK,MBD,LVK,TCNR,GALA,VAT,MYL,CPL,EE",97.292,12.674112197704419
13268,GODAVARI EXPRES,SSPN,EE,892.0,15,"SSPN,TGL,AKU,MPL,KOU,NCE,NZD,KO,ANV,LKDU,SUP,PGDI,TPTY,CLX,EE",98.16999999999999,7.757686510809777
27076,AMARAVATI EXP,SYM,SUPP,1004.0,15,"SYM,BKPT,MGPR,PAGM,KUMU,CJM,GMDA,SPF,CHE,JBK,PNM,CCA,KRNT,YPD,SUPP",90.912,13.223326737247325
26873,JANMABHOOMI EXP,NGNT,NDL,605.0,12,"NGNT,GVL,CHE,KRV,ZPL,MLU,TKBN,LVK,DUU,CLVR,PHM,NDL",51.124,10.65183693078335
23478,KRISHNA EXPRESS,PIL,TTU,878.0,17,"PIL,SVF,KVZ,PDGL,OTR,ODUR,NYP,PSPY,GGNP,SGDM,KBA,TMC,SNKG,KTV,MPT,UPD,TTU",126.08599999999998,14.328099315680353
21332,NARAYANADRI EXP,KVLS,YLK,752.0,14,"KVLS,KOVH,PMD,CU,MDUN,PHM,CEM,CEL,RU,MKJ,BAV,POO,AKU,YLK",125.494,12.383023504423761
26508,SIMHADRI EXP,TNRU,TSR,440.0,10,"TNRU,GZA,PDT,NDO,UKD,TNR,KPN,GWM,PDGL,TSR",101.444,11.851262801912716
21838,GNT NS EXP,VSKP,JPI,304.0,7,"VSKP,KSK,PHM,KGL,AKAT,PDU,JPI",117.434,7.646027072931409
23151,SESHADRI EXP,KGL,VMD,687.0,12,"KGL,EDD,SUP,SMLG,CIV,VKZ,PKPU,PVD,ATP,KPLH,VLD,VMD",63.852,12.429351149597474
28246,JANMABHOOMI EXP,HX,MCU,602.0,12,"HX,VKN,SIE,KPN,CGI,PNM,VJA,KYM,KLKA,NDPU,NASP,MCU",59.984,13.101516324456496
22248,GARIB RATH,EDD,VMU,286.0,7,"EDD,KVZ,MBL,NDKD,RPL,PLU,VMU",112.72999999999999,12.201155682967089
19759,AMARAVATI EXP,LKDU,PLVA,623.0,12,"LKDU,GJJ,KI,SCMN,MVA,MPL,NDZ,BVM,RMZ,NZD,HNMN,PLVA",80.4,11.347407192834844
21870,AMARAVATI EXP,CMZ,TMB,498.0,7,"CMZ,UNDI,LKSH,BSPL,GZL,GRBL,TMB",87.526,8.36429494936662
13305,DHN-GAYA INT,DHN,GAYA,198.0,17,"DHN,TET,GMO,NMG,PNME,CCK,HZD,CBH,PSB,SMND,HRE,KQR,GJD,GAP,PRP,TKN,GAYA",57.617999999999995,10.232867144647196
27141,GARIB RATH,CLX,VPL,668.0,13,"CLX,KCC,MMPL,VKN,HAQ,DGB,SDM,VGA,TIM,VKT,MTM,BVM,VPL",69.888,12.652184396379942
24761,AMARAVATI EXP,APT,PEL,425.0,7,"APT,VTM,KLX,VGA,NLA,NBR,PEL",66.51,7.62589011198037
23880,VANDE BHARAT,PUDI,PSA,1016.0,17,"PUDI,MMS,KPLH,TPW,KO,VLV,VJA,MUK,PAK,GRBL,MAG,VND,PKD,VDE,NCE,HCM,PSA",91.398,13.937843089947599
18518,VSKP-KORBA E,VSKP,KRBA,727.0,31,"VSKP,SCM,VZM,VBL,PVP,PVPT,RGDA,SPRD,THV,MNGD,AMB,NRLR,RPRD,KSNG,TIG,MRBL,KBJ,HSK,NPD,KRAR,BGBR,MSMD,R,TLD,BYT,BYL,BSP,AKT,NIA,CPH,KRBA",114.814,10.690457427070175
29634,CIRCAR EXPRESS,TNRU,BMGM,465.0,7,"TNRU,RLG,LKDU,KRYP,DMM,BMH,BMGM",88.524,9.494578979607258
18239,GAD-NGP SHIV,GAD,NGP,520.0,31,"GAD,KRBA,URGA,SRBA,MWRN,KTHD,BPRH,CPH,NIA,KPNA,AKT,KTSH,JRMG,BSP,BYL,BYT,TLD,R,BIA,BPHB,DURG,RJN,DGG,AGN,G,TRO,TMR,BRD,KP,ITR,NGP",75.898,11.72226812523924
25770,VANDE BHARAT,LKDU,AL,659.0,14,"LKDU,MDPD,BMKD,SDM,ALM,GPDE,TAT,BVRM,UPL,SMLG,MDVL,DMM,MLGT,AL",89.306,9.685560386472226
14403,NARAYANADRI EXP,MNPT,KEN,541.0,9,"MNPT,TPW,PVD,AXR,KBA,KSTE,MGPR,VGH,KEN",139.298,11.623109308614463
27985,SEVEN HILLS EXP,ESV,PDT,314.0,7,"ESV,NMLU,VGT,PDKN,AKP,KGL,PDT",94.07000000000001,8.956369242053388
28935,JANMABHOOMI EXP,YGD,NS,215.0,7,"YGD,PSDA,KHT,GLP,VND,KO,NS",57.25,14.056388227421722
21385,RATNACHAL EXP,KBA,THY,603.0,12,"KBA,GPI,KCD,MAR,RPCA,BVRM,VTM,SGKM,SAB,BQU,MUM,THY",81.436,14.358458482720215
20557,SIMHADRI EXP,MVP,PDL,721.0,13,"MVP,KVM,PAVP,KGL,GVI,COA,CTO,RDG,ALAT,KHT,SJMA,MPL,PDL",83.24600000000001,7.7304708782841915
21238,PRASHANTI EXP,TU,SLM,616.0,13,"TU,SGDM,GNT,BVRM,CCA,RAL,PRDT,KAQ,RMV,SMLG,PGU,RLG,SLM",48.914,4.379586738494854
22088,JANMABHOOMI EXP,TMLU,VJA,528.0,10,"TMLU,NKDO,PIL,NLR,OBVP,KRYP,KTV,GZA,SJMA,VJA",82.634,7.039057465314513
15913,JANMABHOOMI EXP,SUP,KGL,833.0,15,"SUP,BZA,OBVP,KYM,VLD,DKSA,GZA,DWP,SLO,BGNP,NDM,NLS,EKM,KDP,KGL",135.06199999999998,16.81007644241989
26881,GODAVARI EXPRES,GGNP,MCLE,338.0,8,"GGNP,GTLM,GMDA,BUM,HX,KUMU,MGPR,MCLE",85.072,12.058130866763722
19116,BHUJ DDR EXP,BHUJ,DDR,843.0,29,"BHUJ,AJE,AI,GIMB,BCOB,SIOB,MALB,HVD,DHG,VG,ADI,MAN,ND,ANND,BRC,VS,MYG,PLJ,BH,AKV,KSB,ST,NVS,BIM,BL,VAPI,DRD,BVI,DDR",77.836,11.671941997799685
14461,GODAVARI EXPRES,DNV,SKM,372.0,7,"DNV,VDI,JMDG,RLG,MVA,CLX,SKM",82.184,13.935061176758428
19652,INTERCITY EXP,PNM,UNDI,898.0,14,"PNM,VPU,GDP,DHNE,RAL,TIM,KPU,NZD,GNT,LVK,TU,NRP,TEK,UNDI",55.242,3.111417683307723
24808,MEMU SPECIAL,MOO,TMPM,389.0,8,"MOO,VGH,ASP,GVL,MVW,KEF,SCM,TMPM",80.426,6.372435170325387
18401,PURI-OKHA WE,PURI,OKHA,2779.0,41,"PURI,SIL,KUR,BALU,CAP,BAM,PSA,CHE,VZM,VSKP,AKP,SLO,RJY,EE,BZA,WL,RDM,MCI,SKZR,BPQ,CD,WR,BD,AK,SEG,MKU,BSL,JL,AN,NDB,ST,BRC,ADI,VG,SUNR,RJT,HAPA,JAM,KMBL,DWK,OKHA",214.458,12.328891677681325
24890,RAYALASEEMA EXP,DNV,RYP,402.0,9,"DNV,CVV,MCLE,BMKD,KYND,UKD,PUMU,PVP,RYP",58.59400000000001,14.114173018636269
15277,SEVEN HILLS EXP,BUM,KQA,603.0,13,"BUM,STUR,GVMH,DKSA,RVD,ASP,VPG,MPT,BDPL,RPL,UPL,MAG,KQA",117.422,8.767472269702363
16865,GARIB RATH,NDD,NSPH,210.0,7,"NDD,BAV,MCLE,BVRM,BDVR,MRK,NSPH",62.414,15.419191937322788
27682,SESHADRI EXP,KVR,PUT,388.0,8,"KVR,SSPN,SDV,SF,TKU,SLM,VSKP,PUT",100.26599999999999,12.692361088465768
